nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0008966	Peggy Jo Abraham	\N	\N	actress,miscellaneous	tt0319991,tt0091706
nm0008967	Pete Abraham	\N	\N	editor	tt0185049
nm0008968	Peter Abraham	1936	2015	writer	tt0126018,tt0091908,tt1158592,tt1191976
nm0008969	Peter Abraham	\N	\N	actor	tt0115285,tt0377043,tt0202695,tt0153031
nm0008970	Peter S. Abraham	\N	\N	camera_department	tt0115847,tt0117194,tt0187614,tt0114494
nm0008971	Phil Abraham	\N	\N	director,cinematographer,camera_department	tt0804503,tt1210820,tt5071412,tt3322312
nm0008972	Pierre Abraham	\N	\N	camera_department	tt0075946,tt0237534,tt0217119,tt0106226
nm0008973	Richard Abraham	\N	\N	actor,camera_department,editor	tt0120741,tt0475290,tt0116119,tt3511220
nm0008974	Samuel Abraham	\N	\N	actor	tt0086213
nm0008975	Sean Abraham	\N	\N	actor	tt0107822
nm0008976	Seely Abraham	\N	\N	actress	tt0095447,tt0090938,tt0098354
nm0008977	Shirley Abraham	\N	\N	production_manager,producer,miscellaneous	tt0292776,tt0098073,tt1509839,tt8215276
nm0008978	Stacy Abraham	\N	\N	actress	tt0241470
nm0008979	Tom Abraham	\N	\N	miscellaneous,writer,script_department	tt0086770,tt0115111,tt0134269,tt1395530
nm0008981	Valerie Abraham	1933	2006	writer	tt0089639,tt0181086,tt0056469,tt0081178
nm0008982	Walter Abraham	\N	\N	actor	tt0133122
nm0008983	Wiebke Abraham	\N	\N	editor	tt0454599,tt0206111,tt0286987,tt2797954
nm0008984	Yasmine Abraham	\N	\N	costume_department,costume_designer,casting_department	tt0395584,tt3456206,tt5770836,tt3065132
nm0008985	Bruno Abraham-Kremer	\N	\N	actor	tt1035736,tt0259440,tt0420555,tt1067774
nm0008986	Jacqueline Abraham-Vernier	\N	\N	actress	tt0096332
nm0008987	Izzy Abrahami	\N	\N	director,actor	tt0064095,tt1058002
nm0008988	Ludwig Abrahami	\N	\N	actor	tt0077348,tt0166909,tt0080793,tt0167626
nm0008989	Gary Abrahamian	\N	\N	visual_effects	tt0770828,tt1046173,tt0409459,tt0298814
nm0008990	Zion Avrahamian	\N	\N	editor,cinematographer,writer	tt0363881,tt0177045,tt0111140,tt0143941
nm0008991	Alan Abrahams	\N	\N	actor,sound_department,soundtrack	tt0487078,tt2087743,tt0111706,tt0438380
nm0008992	Andrew Abrahams	\N	\N	editor,editorial_department	tt5358488,tt3096498,tt3064000
nm0008993	Brett Abrahams	\N	\N	stunts	tt0211273
nm0008994	Brian Abrahams	\N	\N	actor	tt0095646
nm0008995	Carole Abrahams	\N	\N	location_management	tt0111711
nm0008996	Caz Abrahams	\N	\N	actor	tt0481106,tt0127357,tt0120617,tt0115086
nm0008997	Charlie Abrahams	1992	\N	actor	tt0107144,tt0118526
nm0008998	Chris Abrahams	\N	\N	composer,soundtrack	tt0384279,tt0452692,tt0981025,tt1308052
nm0008999	Derwin Abrahams	1903	1974	director,assistant_director	tt0045836,tt0038616,tt0039841,tt0037949
nm0009000	Dale Abrahams	\N	\N	actor	tt0463302,tt0127357,tt0408378,tt0398830
nm0009002	Doug Abrahams	\N	\N	actor,miscellaneous,casting_director	tt0120667,tt0457572,tt1535108,tt0770828
nm0009003	M. Duke Abrahams	1905	1971	art_department	tt0052738
nm0009004	Georgina Abrahams	\N	\N	producer	tt0143277,tt0396981,tt0104392
nm0009005	Harry Abrahams	\N	\N	actor	tt0027214,tt0027191,tt0025327
nm0009006	Herbert Abrahams	\N	\N		tt0092591
nm0009007	Irving Abrahams	\N	1998	actor	tt0067116
nm0009008	Jacqueline Abrahams	\N	\N	production_designer,art_department,set_decorator	tt8508734,tt1178618,tt1894476,tt3464902
nm0009010	Jamie Abrahams	\N	\N	writer,actress	tt0107144,tt0320037,tt0102059,tt0100911
nm0009011	Jerry Abraham	\N	\N	costume_department	tt0122972
nm0009012	Jody Abrahams	1974	\N	actor,director,producer	tt10127554,tt0473416,tt8577392,tt1599348
nm0009013	Joe Abrahams	\N	\N	producer	tt0132099
nm0009014	Johannes Abrahams	\N	\N	art_department	tt0130159
nm0009015	Johnson Abrahams	\N	\N	writer	tt0025313
nm0009016	Jon Abrahams	1977	\N	actor,director,producer	tt0175142,tt0397065,tt5073756,tt0212338
nm0009017	Jonathan Abrahams	\N	\N	producer,writer,actor	tt0804503,tt1714204,tt2402061,tt4941288
nm0009018	Joseph Abrahams	\N	\N	actor	tt0102059,tt0100911
nm0009019	Joseph 'Bambi' Abrahams	\N	\N	actor	tt0107144
nm0009021	Karen Abrahams	\N	\N	actress	tt0111013
nm0009022	Mark Abrahams	\N	\N	camera_department,special_effects	tt0102782,tt0188453,tt0106950,tt0112431
nm0009023	Maurice Abrahams	1883	1931	soundtrack,music_department	tt0023124,tt0017886,tt0022774,tt0038945
nm0009024	Michelle Abrahams	\N	\N	actress	tt0358884,tt0212695,tt0312209,tt0053494
nm0009025	Mort Abrahams	1916	2009	producer,miscellaneous,production_manager	tt0064148,tt0065462,tt0063442,tt0042156
nm0009026	Nancy Abrahams	\N	\N	actress	tt0102059,tt0100911,tt0088286,tt0107144
nm0009027	Ola Abrahams	\N	\N		tt0109538
nm0009028	Paul Abrahams	\N	\N		tt0083043
nm0009029	Peter Abrahams	1947	\N	writer,art_department	tt0116277,tt0212208,tt0811124
nm0009030	Roger Abrahams	\N	\N	miscellaneous	tt0119852
nm0009031	Tony Abrahams	\N	\N	art_department	tt0140312,tt0111913,tt0211801,tt0126762
nm0009032	Taylor Abrahamse	1991	\N	actor,music_department,composer	tt0161185,tt10612648,tt0283724,tt0818640
nm0009033	Arne Abrahamsen	1936	\N	cinematographer,camera_department,assistant_director	tt0057807,tt0058049,tt0063119,tt0134894
nm0009034	Caroline Abrahamsen	\N	\N	miscellaneous,art_department,costume_department	tt0216851,tt0097687,tt0351078,tt0120329
nm0009035	Christer Abrahamsen	1942	\N	producer,production_manager,actor	tt0351078,tt0074439,tt0176686,tt0115073
nm0009036	Fredrik Abrahamsen	1967	\N	editor,editorial_department,sound_department	tt0388233,tt0268374,tt0203166,tt0473609
nm0009037	Hanne Nyborg Abrahamsen	1984	\N	actress	tt0273704
nm0009038	Jørn Abrahamsen	\N	\N	camera_department,miscellaneous	tt0125560,tt0125779,tt0052179,tt0050464
nm0009039	Peter Abrahamsen	1941	\N	actor	tt0124079,tt0124328
nm0009040	Rita Abrahamsen	\N	\N	actress	tt0075128
nm0009041	Sven Abrahamsen	\N	\N	sound_department	tt0217648,tt0329837,tt0137870,tt8399352
nm0009042	Synnøve Abrahamsen	\N	\N	actress	tt0193592,tt0069832
nm0009043	Trond Abrahamsen	\N	\N	actor	tt0214770
nm0009044	Allen Abrahamson	\N	\N	music_department	tt0143808,tt0257778,tt0249677,tt0240684
nm0009045	Danny Abrahamson	\N	\N	sound_department	tt0255630
nm0009046	Deb Abrahamson	\N	\N	miscellaneous,script_department	tt0117223,tt0119570
nm0009047	Douglas Abrahamson	\N	\N	art_department,art_director,costume_department	tt0120461,tt0095363,tt0119094,tt0145734
nm0009048	Eric Abrahamson	\N	\N	actor,camera_department	tt0125060,tt0109933
nm0009049	Eric Abrahamson	\N	\N	miscellaneous	tt0110153
nm0009050	Jerry Abrahamson	\N	\N	writer	tt0111653
nm0009051	Martin Abrahamson	\N	\N	writer	tt0073819
nm0009053	Neil Abramson	\N	\N	director,writer,cinematographer	tt0462204,tt1037004,tt0114961,tt0471390
nm0009054	Peter Abrahamson	\N	\N	special_effects,miscellaneous,actor	tt0421715,tt0343818,tt0120912,tt0119190
nm0009055	Phil Abramson	1933	1987	set_decorator,visual_effects,art_department	tt0075860,tt0091225,tt0062765,tt0089886
nm0009056	Richard Abramson	\N	\N	costume_department,costume_designer	tt0087739,tt0091411,tt0094327
nm0009058	Scot Abrahamson	\N	\N	miscellaneous,producer,executive	tt0143064,tt0108894,tt0304480
nm0009059	Terry Abrahamson	\N	\N	writer,director,soundtrack	tt0181604,tt0246332,tt0254252,tt1227153
nm0009060	Bo Abrahamsson	1920	1986	sound_department	tt0039347,tt0059295,tt0057119,tt0039480
nm0009061	Eric Abrahamsson	1890	1942	actor	tt0031553,tt0027016,tt0033859,tt0024020
nm0009062	Gunilla Abrahamsson	1945	\N	actress,soundtrack	tt0216765,tt0448192,tt0106018,tt0310526
nm0009063	Harriet Abrahamsson	\N	\N	actress	tt0119351,tt0271865,tt0122614,tt1625348
nm0009064	Jakob Abrahamsson	\N	\N	producer,executive,actor	tt4211044,tt5137556,tt4937156,tt11320192
nm0009065	Johan Abrahamsson	\N	\N	actor	tt0108275
nm0009066	Klas Abrahamsson	1969	\N	writer,miscellaneous	tt0997282,tt0431417,tt0310412,tt0386620
nm0009067	L.O. Abrahamsson	\N	\N	actor	tt0088015
nm0009068	Lotta Abrahamsson	\N	\N		tt0113201
nm0009069	Magnus Abrahamsson	\N	\N	producer,writer,actor	tt0409584,tt0185112,tt13017934,tt0115360
nm0009070	Michael Abrahamsson	\N	\N	miscellaneous	tt0098427,tt0098015,tt0103523,tt0131186
nm0009071	Monica Abrahamsson	\N	\N	miscellaneous	tt0105742
nm0009072	Måns Abrahamsson	\N	\N	sound_department,music_department,actor	tt0090478,tt0247126,tt13747436,tt13747860
nm0009073	Peter L. Abrahamsson	1966	\N	actor	tt0115426,tt0112258,tt0907683,tt0269604
nm0009074	Rosemarie Abrahamsson	\N	\N	actress	tt0053208
nm0009075	Vivian Abrahamsson	\N	\N	art_department	tt0081939,tt0130010,tt0167292,tt0098785
nm0009076	Aimée Abrahmova	\N	\N	actress	tt0263799
nm0009077	Olga Abrahmowitz	\N	\N	assistant_director	tt0220354
nm0009078	Alan Abrams	\N	\N	editor,sound_department,producer	tt0111013,tt0112281,tt0164953,tt0090756
nm0009079	Amy Abrahms	\N	\N	camera_department	tt0114754
nm0009080	Donna Abrahms	\N	\N	actress	tt0114749
nm0009082	Roberto Abrahmson	\N	\N	composer	tt0188157
nm0009083	Guilherme Abrahão	\N	\N	actor	tt0131398
nm0009084	Dan Abram	\N	\N	camera_department	tt0252445
nm0009085	Deren Abram	1966	\N	production_designer,producer,director	tt0364805,tt2712970,tt0065323,tt0359201
nm0009087	John Abram	1959	\N	composer,music_department,sound_department	tt0219405,tt0347817,tt0422458,tt11136454
nm0009088	Kelly Abram	\N	\N	miscellaneous,art_department	tt0216746,tt0256400,tt0116060,tt0258862
nm0009089	Mara Abram	\N	\N	actress	tt0104061
nm0009090	Martin Maria Abram	1948	\N	actor	tt0806910,tt0149422,tt0084008,tt0094684
nm0009091	Michael Abrams	\N	\N	actor	tt0106486
nm0009092	Norm Abram	1949	\N	art_department,soundtrack	tt4684624,tt0078701,tt8074380,tt0184144
nm0009093	Paul Abram	\N	\N	camera_department	tt0081291,tt0225784,tt0080516
nm0009094	R.S. Abram	\N	\N	miscellaneous,location_management	tt0046267,tt0048611,tt0044658,tt0045659
nm0009095	Carmen Abramian	\N	\N	editorial_department,miscellaneous	tt0119305,tt0119910,tt0137338,tt0137363
nm0009096	Ary Abramides	1955	\N	production_manager,actor,location_management	tt0241196,tt0495131,tt0241455,tt0203293
nm0009097	Georg Abramides	\N	\N	animation_department	tt0118195
nm0009098	Arsen Abramishvili	1933	\N	actor	tt0174452,tt0266107
nm0009099	Soso Abramashvili	1944	\N	actor	tt0169935,tt0170197,tt0269686
nm0009100	Spiridon Abramishvili	\N	\N	actor	tt0285456,tt0279897
nm0009101	Richard W. Abramites	\N	\N	producer	tt0100254
nm0009102	Richard W. Abramitis	\N	\N	production_manager,assistant_director,director	tt0088587,tt1832979,tt0110805,tt0099528
nm0009103	Luigi Abramo	\N	\N	director	tt0206687,tt0203844
nm0009104	Luís Abramo	\N	\N	cinematographer,camera_department,director	tt0926216,tt3603568,tt5554042,tt0100934
nm0009105	Lélia Abramo	1911	2004	actress	tt0227960,tt0209760,tt0139927,tt0209836
nm0009106	Jack Abramoff	1958	\N	producer,writer	tt0098180,tt7966582,tt4848290,tt0110954
nm0009107	Robert Abramoff	\N	\N	miscellaneous,producer,legal	tt1235522,tt7638348,tt6513656,tt3276924
nm0009109	Anatoli Abramov	1915	1983	actor	tt0049489,tt5847394,tt0171886,tt0183446
nm0009110	Anton Abramov	\N	\N	actor	tt0086032,tt0370785
nm0009111	Avraham Abramov	\N	\N	cinematographer,camera_department	tt0162909,tt0135566,tt0089403,tt0115909
nm0009112	G. Abramov	\N	\N	miscellaneous	tt0083004,tt0091797
nm0009113	N. Abramov	\N	\N	actor	tt0056615
nm0009114	N. Abramov	\N	\N	special_effects	tt0306181,tt0039716,tt0046381,tt0175679
nm0009115	Ofra Abramov	\N	\N	editor,writer	tt0152799,tt5594410
nm0009116	Oleg Abramov	1939	\N	actor,composer	tt0110604,tt0300497,tt2153792,tt5698280
nm0009117	Sergei Abramov	1944	\N	writer	tt0085465,tt0090001,tt5628338,tt6253322
nm0009118	Vasili Abramov	\N	\N	actor	tt0033637
nm0009119	Vitali Abramov	1936	\N	cinematographer,camera_department	tt0070233,tt0089733,tt0084716,tt0072141
nm0009120	Vitali Abramov	\N	\N	writer	tt0111816
nm0009121	Vladimir Abramov	\N	\N	actor	tt0166367
nm0009122	A. Abramova	\N	\N	editor	tt3961682,tt0081544,tt0168139,tt0084392
nm0009123	Anna Abramova	1902	\N	writer	tt0055046,tt0042765,tt0045089,tt0046694
nm0009124	Eduard Topol	\N	\N	writer,producer,director	tt0183446,tt1967563,tt11276696,tt1108855
nm0009125	Natalya Abramova	\N	\N	actress	tt0079944
nm0009126	Dragana Abramovic	\N	\N	writer	tt0181111,tt0289650,tt0302198,tt0204101
nm0009127	Marina Abramovic	1946	\N	director,producer,writer	tt0492962,tt11328222,tt11329314,tt11329258
nm0009128	Velimir Abramovic	\N	\N	director,writer	tt7181590,tt2856762,tt0232308,tt0214180
nm0009129	A. Abramovich	\N	\N	editor	tt0068001
nm0009130	Paula Abramovich	1980	\N	cinematographer,camera_department,director	tt0269084,tt0927649,tt0484984,tt0797009
nm0009131	Stephanie Abramovich	\N	\N	editor,director,writer	tt0259115,tt0832219,tt1362076,tt4634652
nm0009132	Virginia Abramovich	\N	\N	assistant_director,director,producer	tt12235964,tt2779116,tt10663608,tt1840926
nm0009133	Yuri Abramovich	\N	\N	producer	tt0108697
nm0009134	Barron Abramovitch	\N	\N	music_department,composer	tt0105169,tt0214341,tt0106064,tt0115162
nm0009135	Hairy Abramovitch	\N	\N	music_department	tt0101547
nm0009136	S. Abramovitch-Bleck	\N	\N	writer	tt0033713
nm0009137	Caitlin Abramovitz	\N	\N	producer	tt0138501
nm0009138	Jill Abramovitz	\N	\N	actress	tt0203259,tt5363912,tt4655480,tt5788792
nm0009139	Rafael Abramovitz	1941	\N	actor	tt0094536,tt0096605,tt0399967,tt0090412
nm0009140	Jerry Abramowicz	\N	\N	location_management	tt0114680
nm0009141	Leszec Abramowicz	\N	\N	actor	tt0096689
nm0009142	Michel Abramowicz	1950	\N	cinematographer,camera_department,producer	tt0402158,tt0905372,tt1179034,tt0936501
nm0009143	Myriam Abramowicz	1946	\N	director,writer,cinematographer	tt1367372,tt0182737
nm0009144	Bina Abramowitz	\N	\N	actress	tt0016684,tt0023714
nm0009145	David Abramowitz	\N	\N	miscellaneous,producer,writer	tt0083395,tt0086822,tt0088559,tt0103442
nm0009146	Elkan Abramowitz	\N	\N	actor	tt0088947,tt0481456,tt0093175
nm0009147	Halina Abramowicz	\N	\N	actress	tt0088119,tt0095093,tt0148097,tt0101145
nm0009148	Jane Pia Abramowitz	\N	\N	editor,editorial_department	tt0496328,tt1536437,tt0142342,tt0120176
nm0009149	Jay Abramowitz	\N	\N	miscellaneous,writer,producer	tt0118862,tt0090550,tt0088576,tt0101041
nm0009150	Richard Abramowitz	\N	\N	producer,executive	tt0484840,tt0114937,tt2404171,tt6490806
nm0009151	Veinna R. Abramowitz	\N	\N	sound_department	tt0104987
nm0009152	Klaus Abramowsky	1933	1998	actor,soundtrack	tt0806910,tt0099776,tt0083593,tt1189035
nm0009153	Abiola Abrams	1976	\N	actress,producer,director	tt0273300,tt0403542,tt0403385,tt0403208
nm0009156	Alan Abrams	\N	\N	miscellaneous,legal,executive	tt1764234,tt4154916,tt0340855,tt1225822
nm0009157	Amy H. Abrams	\N	\N	camera_department,art_department,miscellaneous	tt0380389,tt0113627,tt0120891,tt0117247
nm0009159	Anthony Abrams	1974	\N	director,writer	tt6342110,tt0118301,tt0265591
nm0009160	Aron Abrams	1960	2010	producer,writer,miscellaneous	tt0115082,tt0460637,tt0255734,tt0118375
nm0009161	Barry Abrams	1944	2009	cinematographer,actor,camera_department	tt0084735,tt0080527,tt0080761,tt0077668
nm0009162	Bennet Abrams	1931	2004	miscellaneous	tt0071629
nm0009163	Bob Abrams	\N	\N	animation_department,miscellaneous,visual_effects	tt0082656,tt0086814,tt0091268,tt0082083
nm0009164	Bruce Abrams	\N	\N	editorial_department,editor,sound_department	tt0241126,tt0155428,tt0390738,tt0478485
nm0009165	Carol Abrams	1942	2012	producer,writer	tt0248415,tt0278785,tt0106826
nm0009166	Cynthia Abrams	\N	\N	script_department,miscellaneous	tt0119858,tt0164953,tt0124718,tt0111013
nm0009167	Daniel Lawrence Abrams	1973	\N	producer,director,writer	tt4714896,tt0795129,tt2962932,tt3059532
nm0009168	Daniel Abrams	\N	\N	manager,talent_agent,actor	tt0107631,tt4357332,tt0323633
nm0009169	Delia Abrams	\N	\N	actress	tt0065836
nm0009170	Dennis Abrams	\N	\N	actor	tt0096054
nm0009171	Dolly Abrams	\N	\N	actress	tt0197403,tt0143378
nm0009172	Doty Abrams	\N	\N	writer	tt0108778,tt0375355,tt0484082,tt0460671
nm0009174	Edward Abrahms	\N	\N	actor,art_director	tt0075956
nm0009175	Edward Finch Abrams	\N	\N	producer,actor	tt0060074,tt0056961,tt0056499
nm0009176	Edward R. Abrams	1887	1970	actor	tt0166362,tt0133825
nm0009177	Eric Abrams	\N	\N	writer,producer	tt0264634,tt0231402,tt0092400,tt0155426
nm0009178	Gayle Abrams	\N	\N	producer,writer,manager	tt0210455,tt0756509,tt0106004,tt0115369
nm0009179	Geoffrey Abrams	\N	\N	miscellaneous	tt0094608
nm0009180	George Abrams	\N	\N	actor	tt0114334
nm0009181	Gerald W. Abrams	1939	\N	producer,actor,miscellaneous	tt0796366,tt1408101,tt2488496,tt0208629
nm0009182	Hiram Abrams	1878	1926	miscellaneous	tt0164048
nm0009183	Ian Abrams	\N	\N	writer,producer,actor	tt1615945,tt0115163,tt0114292,tt0108442
nm0009184	Iono Abrams	\N	\N	miscellaneous	tt0096094,tt0093748
nm0009185	Irving Abrams	\N	\N	producer	tt0254642
nm0009186	Jacob Abrams	\N	\N	actor	tt0012226,tt0010035,tt0009626,tt0161299
nm0009187	James Abrams	\N	\N	actor	tt0164036
nm0009188	Jane Abrams	\N	\N	miscellaneous	tt0118055
nm0009189	Jared Abrams	\N	\N	camera_department,cinematographer,director	tt2302859,tt0251736,tt0186151,tt0133152
nm0009190	J.J. Abrams	1966	\N	producer,writer,music_department	tt2527338,tt2488496,tt0796366,tt0411008
nm0009191	Jerry Abrams	1940	2010	director,cinematographer,actor	tt0145266,tt0182925,tt13468698,tt0122934
nm0009192	Jessica Abrams	\N	\N	miscellaneous	tt0331952,tt0106664,tt0100258,tt0088993
nm0009193	Jessie Abrams	\N	\N	actor	tt0080527
nm0009194	Joanne Abrams	\N	\N	miscellaneous,editorial_department	tt0119229,tt0141098
nm0009195	Joie Abrams	\N	\N	actress	tt0045668
nm0009196	Jonathan Abrams	\N	\N	miscellaneous	tt0102138
nm0009197	Jono Abrams	\N	\N	producer	tt0115927
nm0009198	Katharine Abrams	\N	\N		\N
nm0009199	Kathie Abrams	\N	\N	miscellaneous	tt0114268
nm0009200	Kevin Abrams	\N	\N	editor,producer,writer	tt4291722,tt1738366,tt0805322,tt0482535
nm0009201	Larry Abrams	\N	\N	producer	tt0087015,tt0101524
nm0009202	Laurence Abrams	\N	\N	sound_department,composer,producer	tt0078274,tt0087268,tt0202513,tt0406375
nm0009203	Laura Abrams	\N	\N	actress	tt0220576
nm0009204	Lauren Abrams	\N	\N	art_department,visual_effects,special_effects	tt1013753,tt0234215,tt0112715,tt1535108
nm0009205	Leon Abrams	1895	1977	writer,director	tt0829178,tt0018624,tt0016973,tt0037098
nm0009206	Lester Abrams	\N	\N	animation_department,production_designer	tt0079802,tt0084237,tt0073751,tt0077687
nm0009207	Marc Abrams	\N	\N	producer,writer,miscellaneous	tt1630574,tt0387199,tt6146586,tt0285341
nm0009208	Margaret Abrams	\N	\N	writer	tt0059843
nm0009209	Marilyn Abrams	\N	\N	actress	tt0089758
nm0009210	Mark Abrams	\N	\N	assistant_director,sound_department,editor	tt0100604,tt1961199,tt0098625,tt0097116
nm0009211	Marty Abrams	\N	\N	producer	tt0361195,tt3720294,tt0115159,tt0185793
nm0009212	Matthew Abrams	\N	\N	miscellaneous,actor,cinematographer	tt0163274,tt1666679,tt0171367,tt0119039
nm0009213	Michael Abrams	\N	\N	actor	tt0098749,tt0079965
nm0009214	Michael G. Abrams	\N	\N	casting_department	tt0101891
nm0009215	Michele Abrams	1966	\N	actress	tt0103893,tt0110216,tt0105643,tt0106057
nm0009216	Mike Abrams	\N	\N	actor	tt0091669
nm0009217	Morris R. Abrams	1911	1989	assistant_director,production_manager	tt0070706,tt0074703,tt0069599,tt0075913
nm0009219	Natalie Abrams	1985	\N	writer,actress,miscellaneous	tt1653077,tt7414406,tt4016454,tt8712204
nm0009220	Noah Abrams	1978	\N	actor,camera_department	tt0297626,tt0114296,tt1229747,tt0384683
nm0009221	Patsy Grady Abrams	\N	\N	actress	tt0111127,tt1759761,tt0365125,tt0120660
nm0009222	Peter Abrams	\N	\N	producer	tt2058673,tt0396269,tt0240890,tt0102685
nm0009223	Phil Abrams	1959	\N	actor,producer,miscellaneous	tt8526872,tt1742044,tt7210448,tt1416765
nm0009224	Ray Abrams	1906	1981	animation_department,writer,visual_effects	tt0142379,tt0057763,tt0061262,tt0063863
nm0009225	Reginald 'Motsi Ski' Abrams	\N	\N	actor	tt0102357
nm0009226	Rhett Abrams	\N	\N	camera_department	tt0106868,tt0311629
nm0009227	Richard Abrams	\N	\N	actor	tt0036027,tt0064652
nm0009228	Rita Abrams	\N	\N	actress	tt0013399
nm0009229	Rita Abrams	\N	\N	miscellaneous,actress	tt0074964,tt0072665
nm0009230	Robert Abrams	\N	\N	producer	tt0198175
nm0009231	Robert Vitelli	\N	\N	actor,producer,director	tt0308461,tt0308499,tt0166176,tt0129687
nm0009232	Robert L. Abrams	\N	\N	actor,producer	tt0072600
nm0009234	Ron Abrams	\N	\N	make_up_department	tt0104783,tt0089003,tt0099939,tt0100201
nm0009235	Ronald Abrams	\N	\N	location_management,miscellaneous,writer	tt0082620,tt0093347,tt0470705,tt0082213
nm0009237	Ronald Abrams	\N	\N	composer	tt0141913
nm0009238	Ruth Abrams	\N	\N	miscellaneous	tt0100592
